900	900
900	900
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
1	0
0	0
0	0
0	1
1	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
2	1
0	2
0	0
2	0
1	0
0	1
0	2
1	1
1	4
2	3
3	2
6	3
8	1
8	1
10	5
10	11
9	9
15	7
13	8
23	16
32	24
25	19
33	20
59	64
85	69
91	86
106	94
111	120
160	126
142	144
202	138
205	170
220	188
499	388
591	544
580	532
643	572
651	538
686	569
622	608
699	607
720	625
754	588
778	644
807	675
858	651
871	762
918	739
944	768
930	762
1013	778
1075	846
1027	823
1072	838
1150	895
1163	914
1254	901
1261	980
1322	995
1277	1021
1366	1021
1471	1050
1504	1193
1497	1179
1548	1153
1561	1201
1592	1163
1652	1187
1619	1226
1714	1278
1687	1225
1743	1343
1693	1304
1760	1304
1750	1346
1742	1359
1719	1292
1697	1404
1675	1289
1704	1288
1680	1292
1648	1283
1619	1208
1611	1174
1589	1165
1502	1145
1380	1083
1407	1096
1367	1047
1300	1033
1255	1031
1235	938
1170	964
1119	843
1111	858
1059	857
961	808
935	721
878	720
791	735
846	658
767	646
745	631
728	513
649	552
612	493
594	492
567	470
568	462
579	481
519	438
474	434
471	436
467	408
422	397
423	353
383	320
381	316
358	322
373	336
373	280
315	280
341	276
318	283
280	248
50	53
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
