0,100	300007,424	14191,000
-0,100	300006,400	14030,000
0,200	300007,424	14011,000
-0,200	300006,400	13822,000
0,300	300006,400	13929,000
-0,300	300007,424	13900,000
0,400	300007,424	13805,000
-0,400	300006,400	13976,000
0,500	300007,424	13989,000
-0,500	300009,472	13505,000
0,600	300007,424	13765,000
-0,600	300009,472	13569,000
0,700	300007,424	13608,000
-0,700	300007,424	13826,000
0,800	300006,400	13482,000
-0,800	300007,424	13631,000
0,900	300007,424	13520,000
-0,900	300009,472	13624,000
1,000	300008,448	13677,000
-1,000	300008,448	13905,000
1,100	300008,448	13664,000
-1,100	300008,448	13724,000
1,200	300007,424	13919,000
-1,200	300008,448	13972,000
1,300	298469,376	13572,000
-1,300	298471,424	13711,000
1,400	300007,424	13868,000
-1,400	300007,424	13778,000
1,500	298674,176	13678,000
-1,500	298676,224	13894,000
1,600	300008,448	14001,000
-1,600	300007,424	13754,000
1,700	300008,448	13949,000
-1,700	300008,448	13933,000
1,800	300010,496	14085,000
-1,800	300009,472	13740,000
1,900	300007,424	13980,000
-1,900	300009,472	14089,000
2,000	300010,496	13968,000
-2,000	300006,400	13987,000
2,100	300009,472	13843,000
-2,100	300009,472	13894,000
2,200	300010,496	14027,000
-2,200	300011,520	13927,000
2,300	300008,448	13858,000
-2,300	300011,520	14104,000
2,400	300010,496	13946,000
-2,400	300008,448	13906,000
2,500	299609,088	14055,000
-2,500	299608,064	13820,000
2,600	298856,448	13763,000
-2,600	298857,472	13815,000
2,700	300752,896	13605,000
-2,700	300750,848	13719,000
2,800	300009,472	13591,000
-2,800	300009,472	13331,000
2,900	300699,648	13681,000
-2,900	300700,672	13317,000
3,000	298678,272	13435,000
-3,000	298677,248	13284,000
3,100	299367,424	13389,000
-3,100	299366,400	13295,000
3,200	300010,496	13248,000
-3,200	300011,520	13485,000
3,300	300012,544	13606,000
-3,300	300010,496	13724,000
3,400	299128,832	13541,000
-3,400	299129,856	13927,000
3,500	300867,584	13758,000
-3,500	300869,632	13801,000
3,600	300011,520	13608,000
-3,600	300012,544	13843,000
3,700	300011,520	13892,000
-3,700	300011,520	13865,000
3,800	300009,472	13657,000
-3,800	300011,520	14089,000
3,900	300011,520	13715,000
-3,900	300012,544	13874,000
4,000	299761,664	13996,000
-4,000	299760,640	14252,000
4,100	300500,992	13993,000
-4,100	300502,016	13825,000
4,200	301201,408	13957,000
-4,200	301202,432	13956,000
4,300	299317,248	13955,000
-4,300	299316,224	14076,000
4,400	300016,640	13903,000
-4,400	300007,424	13994,000
4,500	301347,840	13887,000
-4,500	301346,816	13839,000
4,600	300012,544	14022,000
-4,600	300012,544	13838,000
4,700	301290,496	13912,000
-4,700	301290,496	13733,000
4,800	300637,184	13863,000
-4,800	300638,208	13592,000
4,900	299805,696	13526,000
-4,900	299809,792	13439,000
5,000	299013,120	13384,000
-5,000	299013,120	13320,000
5,100	300797,952	13622,000
-5,100	300797,952	13517,000
5,200	298860,544	13507,000
-5,200	298858,496	13226,000
5,300	301143,040	13457,000
-5,300	301148,160	13576,000
5,400	300754,944	13310,000
-5,400	300752,896	13582,000
5,500	300370,944	13460,000
-5,500	300381,184	13754,000
5,600	300012,544	13479,000
-5,600	300013,568	13668,000
5,700	300015,616	13360,000
-5,700	300011,520	13623,000
5,800	300013,568	13892,000
-5,800	300013,568	13978,000
5,900	300014,592	13934,000
-5,900	300013,568	14065,000
6,000	301348,864	13841,000
-6,000	301349,888	13912,000
6,100	299030,528	13824,000
-6,100	299031,552	13914,000
6,200	299368,448	14079,000
-6,200	299368,448	14052,000
6,300	299698,176	13931,000
-6,300	299696,128	13824,000
6,400	300170,240	13910,000
-6,400	300168,192	14065,000
6,500	300782,592	14119,000
-6,500	300791,808	14008,000
6,600	298800,128	14231,000
-6,600	298801,152	13963,000
6,700	299418,624	13976,000
-6,700	299417,600	13982,000
6,800	299132,928	13941,000
-6,800	299132,928	13901,000
6,900	300014,592	14054,000
-6,900	300015,616	14025,000
7,000	300873,728	14144,000
-7,000	300873,728	13860,000
7,100	299170,816	14119,000
-7,100	299171,840	13746,000
7,200	300853,248	14061,000
-7,200	300851,200	14032,000
7,300	299332,608	13845,000
-7,300	299334,656	13884,000
7,400	300423,168	14104,000
-7,400	300424,192	14050,000
7,500	298956,800	13961,000
-7,500	298951,680	13931,000
7,600	300018,688	14156,000
-7,600	300013,568	13821,000
7,700	301314,048	14052,000
-7,700	301318,144	13853,000
7,800	300018,688	13992,000
-7,800	300021,760	13936,000
7,900	301282,304	14006,000
-7,900	301282,304	13950,000
8,000	299267,072	14106,000
-8,000	299269,120	14095,000
