0.050	300006.400	13959.000
-0.050	300006.400	13944.000
0.150	300007.424	13894.000
-0.150	300006.400	13786.000
0.250	300006.400	13953.000
-0.250	300006.400	13945.000
0.350	300006.400	14018.000
-0.350	300006.400	13977.000
0.450	297785.344	13767.000
-0.450	297785.344	13703.000
0.550	298188.800	13630.000
-0.550	298188.800	13614.000
0.650	298469.376	13669.000
-0.650	298467.328	13322.000
0.750	298674.176	13432.000
-0.750	298674.176	13729.000
0.850	300006.400	13419.000
-0.850	300007.424	13690.000
0.950	300008.448	13606.000
-0.950	300008.448	13954.000
1.050	300008.448	13412.000
-1.050	300008.448	13864.000
1.150	300008.448	13764.000
-1.150	300008.448	13943.000
1.250	300807.168	13884.000
-1.250	300808.192	14031.000
1.350	299266.048	13768.000
-1.350	299267.072	13894.000
1.450	300697.600	13946.000
-1.450	300697.600	13807.000
1.550	299363.328	13787.000
-1.550	299363.328	13805.000
1.650	300008.448	13758.000
-1.650	300009.472	14016.000
1.750	300007.424	13864.000
-1.750	300009.472	13947.000
1.850	300007.424	13777.000
-1.850	300008.448	13836.000
1.950	300006.400	14086.000
-1.950	300006.400	13936.000
2.050	301473.792	13936.000
-2.050	301472.768	13946.000
2.150	301405.184	13882.000
-2.150	301405.184	13875.000
2.250	301344.768	13877.000
-2.250	301344.768	13931.000
2.350	301285.376	14212.000
-2.350	301288.448	13956.000
2.450	300011.520	14125.000
-2.450	300011.520	13805.000
2.550	299227.136	13932.000
-2.550	299227.136	13745.000
2.650	301142.016	13834.000
-2.650	301144.064	14013.000
2.750	300372.992	13695.000
-2.750	300375.040	13320.000
2.850	300363.776	13838.000
-2.850	300362.752	13543.000
2.950	301026.304	13677.000
-2.950	301028.352	13345.000
3.050	299024.384	13230.000
-3.050	299024.384	13311.000
3.150	299692.032	13380.000
-3.150	299693.056	13452.000
3.250	299087.872	13396.000
-3.250	299086.848	13670.000
3.350	300912.640	13623.000
-3.350	300911.616	13868.000
3.450	300014.592	13343.000
-3.450	300009.472	13608.000
3.550	299167.744	13755.000
-3.550	299164.672	13759.000
3.650	301380.608	13931.000
-3.650	301382.656	14111.000
3.750	301344.768	13831.000
-3.750	301346.816	13960.000
3.850	301310.976	13936.000
-3.850	301309.952	13982.000
3.950	301277.184	14053.000
-3.950	301280.256	14034.000
4.050	298777.600	13755.000
-4.050	298777.600	13958.000
4.150	299530.240	14030.000
-4.150	299531.264	14097.000
4.250	300247.040	13990.000
-4.250	300248.064	14015.000
4.350	300930.048	13935.000
-4.350	300934.144	13942.000
4.450	299337.728	13861.000
-4.450	299340.800	13705.000
4.550	300670.976	13807.000
-4.550	300672.000	14032.000
4.650	299365.376	13725.000
-4.650	299369.472	13627.000
4.750	300643.328	13740.000
-4.750	300643.328	13506.000
4.850	300218.368	13666.000
-4.850	300216.320	13651.000
4.950	299408.384	13560.000
-4.950	299410.432	13451.000
5.050	301199.360	13508.000
-5.050	301208.576	13669.000
5.150	300398.592	13230.000
-5.150	300401.664	13438.000
5.250	301349.888	13259.000
-5.250	301349.888	13490.000
5.350	300949.504	13350.000
-5.350	300949.504	13744.000
5.450	300565.504	13366.000
-5.450	300563.456	13712.000
5.550	300191.744	13578.000
-5.550	300193.792	13429.000
5.650	300013.568	13458.000
-5.650	300012.544	13709.000
5.750	300016.640	13545.000
-5.750	300015.616	14069.000
5.850	300012.544	13678.000
-5.850	300016.640	13844.000
5.950	300013.568	13776.000
-5.950	300013.568	13863.000
6.050	298858.496	13811.000
-6.050	298860.544	13860.000
