3.01	27.150000000000002	0.01	0.21272047386182646
1.	30.97666666666667	0.01	0.22721746802959006
0.21	40.528333333333336	0.01	0.25989848445541625
1.95	28.14	0.01	0.21656407827707713
7.97	22.976666666666667	0.014142135623730952	0.1956896636116595
0.46	36.60666666666667	0.014142135623730952	0.24700427346730486
0.66	33.891666666666666	0.017320508075688773	0.23766806918707256
0.88	32.31333333333333	0.02	0.23206799769799272
1.22	30.148333333333337	0.014142135623730952	0.2241589217992945
1.43	29.40666666666667	0.017320508075688773	0.22138453223093774
1.67	28.8	0.014142135623730952	0.21908902300206645
1.87	28.285	0.017320508075688773	0.21712131785402064
2.16	28.285	0.014142135623730952	0.21712131785402064
2.51	27.758333333333336	0.01	0.21509042026294173
3.99	25.905	0.01	0.2077859475518015
4.98	25.19	0.014142135623730952	0.20489834878137336
6.49	23.978333333333335	0.014142135623730952	0.19990970183782703
9.43	21.748333333333335	0.017320508075688773	0.19038703270501967
10.92	20.348333333333336	0.02	0.1841572395777285
12.43	19.925	0.02	0.18223153770226858
